,pclass,survived,sex,age,sibsp,parch,ticket,fare,male,female
970,3,1,male,20.0,1,0,STON/O 2. 3101285,7.925,1,0
971,3,0,male,28.0,0,0,330971,7.8792,1,0
972,3,0,male,28.0,0,0,1601,56.4958,1,0
973,3,0,male,28.0,0,0,S.O./P.P. 251,7.55,1,0
974,3,0,male,30.0,1,0,A/5. 3336,16.1,1,0
975,3,0,female,26.0,1,0,A/5. 3336,16.1,0,1
976,3,0,male,28.0,0,0,1222,7.8792,1,0
977,3,0,male,20.5,0,0,A/5 21173,7.25,1,0
978,3,1,male,27.0,0,0,315098,8.6625,1,0
979,3,0,male,51.0,0,0,347743,7.0542,1,0
980,3,1,female,23.0,0,0,347469,7.8542,0,1
981,3,1,male,32.0,0,0,350403,7.5792,1,0
982,3,0,male,28.0,0,0,349235,7.8958,1,0
983,3,0,male,28.0,0,0,C.A. 42795,7.55,1,0
984,3,1,female,28.0,0,0,370370,7.75,0,1
985,3,1,male,24.0,0,0,C 17369,7.1417,1,0
986,3,0,male,22.0,0,0,STON/O 2. 3101275,7.125,1,0
987,3,0,female,28.0,0,0,330924,7.8792,0,1
988,3,0,male,28.0,0,0,AQ/4 3130,7.75,1,0
989,3,0,male,28.0,0,0,A/S 2816,8.05,1,0
990,3,0,male,29.0,0,0,STON/O 2. 3101268,7.925,1,0
991,3,1,male,28.0,0,0,2677,7.2292,1,0
992,3,0,female,30.5,0,0,364850,7.75,0,1
993,3,1,female,28.0,0,0,36866,7.7375,0,1
994,3,0,male,28.0,0,0,2655,7.2292,1,0
995,3,0,male,35.0,0,0,349213,7.8958,1,0
996,3,0,male,33.0,0,0,349257,7.8958,1,0
997,3,1,female,28.0,0,0,2649,7.225,0,1
998,3,0,male,28.0,0,0,349255,7.8958,1,0
999,3,1,female,28.0,0,0,383123,7.75,0,1
1000,3,1,male,28.0,0,0,367228,7.75,1,0
1001,3,1,female,28.0,2,0,367226,23.25,0,1
1002,3,1,female,28.0,2,0,367226,23.25,0,1
1003,3,1,male,28.0,2,0,367226,23.25,1,0
1004,3,1,female,28.0,0,0,330932,7.7875,0,1
1005,3,0,male,28.0,0,0,36568,15.5,1,0
1006,3,1,female,28.0,0,0,330931,7.8792,0,1
1007,3,1,female,15.0,0,0,330923,8.0292,0,1
1008,3,0,female,35.0,0,0,9232,7.75,0,1
1009,3,0,male,28.0,0,0,370372,7.75,1,0
1010,3,0,male,24.0,1,0,376566,16.1,1,0
1011,3,0,female,19.0,1,0,376566,16.1,0,1
1012,3,0,female,28.0,0,0,370368,7.75,0,1
1013,3,0,female,28.0,0,0,SOTON/O.Q. 392087,8.05,0,1
1014,3,0,female,28.0,0,0,343095,8.05,0,1
1015,3,0,male,55.5,0,0,A.5. 11206,8.05,1,0
1016,3,0,male,28.0,0,0,368703,7.75,1,0
1017,3,1,male,21.0,0,0,345501,7.775,1,0
1018,3,0,male,28.0,0,0,359306,8.05,1,0
1019,3,0,male,24.0,0,0,349233,7.8958,1,0
1020,3,0,male,21.0,0,0,349211,7.8958,1,0
1021,3,0,male,28.0,0,0,349207,7.8958,1,0
1022,3,0,male,28.0,0,0,349221,7.8958,1,0
1023,3,1,female,28.0,0,0,330980,7.8792,0,1
1024,3,0,male,25.0,0,0,348123,7.65,1,0
1025,3,1,male,6.0,0,1,392096,12.475,1,0
1026,3,1,female,27.0,0,1,392096,12.475,0,1
1027,3,0,male,28.0,0,0,A4. 54510,8.05,1,0
1028,3,1,female,28.0,1,0,371110,24.15,0,1
1029,3,0,male,28.0,1,0,371110,24.15,1,0
1030,3,0,male,28.0,0,0,330877,8.4583,1,0
1031,3,0,male,34.0,0,0,364506,8.05,1,0
1032,3,0,male,28.0,0,0,372622,7.75,1,0
1033,3,1,male,28.0,0,0,312991,7.775,1,0
1034,3,1,male,28.0,1,1,2661,15.2458,1,0
1035,3,1,male,28.0,1,1,2661,15.2458,1,0
1036,3,1,female,28.0,0,2,2661,15.2458,0,1
1037,3,1,female,28.0,0,0,2626,7.2292,0,1
1038,3,0,male,28.0,0,0,374746,8.05,1,0
1039,3,1,female,28.0,0,0,35852,7.7333,0,1
1040,3,1,female,24.0,0,0,382653,7.75,0,1
1041,3,0,male,28.0,0,0,A./5. 3235,8.05,1,0
1042,3,1,female,28.0,1,0,367230,15.5,0,1
1043,3,1,female,28.0,1,0,367230,15.5,0,1
1044,3,1,female,28.0,0,0,36568,15.5,0,1
1045,3,0,male,18.0,0,0,347078,7.75,1,0
1046,3,0,male,22.0,0,0,349206,7.8958,1,0
1047,3,1,female,15.0,0,0,2667,7.225,0,1
1048,3,1,female,1.0,0,2,2653,15.7417,0,1
1049,3,1,male,20.0,1,1,2653,15.7417,1,0
1050,3,1,female,19.0,1,1,2653,15.7417,0,1
1051,3,0,male,33.0,0,0,A./5. 3338,8.05,1,0
1052,3,0,male,28.0,0,0,349218,7.8958,1,0
1053,3,0,male,28.0,0,0,2652,7.2292,1,0
1054,3,0,female,28.0,0,0,365237,7.75,0,1
1055,3,0,male,28.0,0,0,349234,7.8958,1,0
1056,3,1,male,12.0,1,0,2651,11.2417,1,0
1057,3,1,female,14.0,1,0,2651,11.2417,0,1
1058,3,0,female,29.0,0,0,3101297,7.925,0,1
1059,3,0,male,28.0,0,0,363611,8.05,1,0
1060,3,1,female,18.0,0,0,347066,7.775,0,1
1061,3,1,female,26.0,0,0,347470,7.8542,0,1
1062,3,0,male,21.0,0,0,350410,7.8542,1,0
1063,3,0,male,41.0,0,0,SOTON/O2 3101272,7.125,1,0
1064,3,1,male,39.0,0,0,STON/O 2. 3101289,7.925,1,0
1065,3,0,male,21.0,0,0,A/4. 39886,7.8,1,0
1066,3,0,male,28.5,0,0,2697,7.2292,1,0
1067,3,1,female,22.0,0,0,347081,7.75,0,1
1068,3,0,male,61.0,0,0,345364,6.2375,1,0
1069,3,0,male,28.0,1,0,370365,15.5,1,0
1070,3,0,male,28.0,0,0,330979,7.8292,1,0
1071,3,1,female,28.0,1,0,370365,15.5,0,1
1072,3,0,male,28.0,0,0,334912,7.7333,1,0
1073,3,0,male,28.0,0,0,371060,7.75,1,0
1074,3,0,male,28.0,0,0,366713,7.75,1,0
1075,3,0,male,23.0,0,0,7267,9.225,1,0
1076,3,0,female,28.0,0,0,364856,7.75,0,1
1077,3,1,female,28.0,0,0,14311,7.75,0,1
1078,3,1,female,28.0,0,0,330959,7.8792,0,1
1079,3,1,female,22.0,0,0,347085,7.775,0,1
1080,3,1,male,28.0,0,0,368402,7.75,1,0
1081,3,1,female,28.0,0,0,330919,7.8292,0,1
1082,3,1,male,9.0,0,1,C 17368,3.1708,1,0
1083,3,0,male,28.0,0,0,C 4001,22.525,1,0
1084,3,0,male,42.0,0,1,4579,8.4042,1,0
1085,3,0,male,28.0,0,0,Fa 265302,7.3125,1,0
1086,3,0,female,31.0,0,0,350407,7.8542,0,1
1087,3,0,male,28.0,0,0,347464,7.8542,1,0
1088,3,1,male,32.0,0,0,347079,7.775,1,0
1089,3,0,male,20.0,0,0,6563,9.225,1,0
1090,3,0,female,23.0,0,0,315085,8.6625,0,1
1091,3,0,female,20.0,0,0,315096,8.6625,0,1
1092,3,0,male,20.0,0,0,315094,8.6625,1,0
1093,3,0,male,16.0,0,0,7534,9.2167,1,0
1094,3,1,female,31.0,0,0,349244,8.6833,0,1
1095,3,0,female,28.0,0,0,330909,7.6292,0,1
1096,3,0,male,2.0,3,1,349909,21.075,1,0
1097,3,0,male,6.0,3,1,349909,21.075,1,0
1098,3,0,female,3.0,3,1,349909,21.075,0,1
1099,3,0,female,8.0,3,1,349909,21.075,0,1
1100,3,0,female,29.0,0,4,349909,21.075,0,1
1101,3,0,male,1.0,4,1,3101295,39.6875,1,0
1102,3,0,male,7.0,4,1,3101295,39.6875,1,0
1103,3,0,male,2.0,4,1,3101295,39.6875,1,0
1104,3,0,male,16.0,4,1,3101295,39.6875,1,0
1105,3,0,male,14.0,4,1,3101295,39.6875,1,0
1106,3,0,female,41.0,0,5,3101295,39.6875,0,1
1107,3,0,male,21.0,0,0,315097,8.6625,1,0
1108,3,0,male,19.0,0,0,358585,14.5,1,0
1109,3,0,male,28.0,0,0,3411,8.7125,1,0
1110,3,0,male,32.0,0,0,349242,7.8958,1,0
1111,3,0,male,0.75,1,1,SOTON/O.Q. 3101315,13.775,1,0
1112,3,0,female,3.0,1,1,SOTON/O.Q. 3101315,13.775,0,1
1113,3,0,female,26.0,0,2,SOTON/O.Q. 3101315,13.775,0,1
1114,3,0,male,28.0,0,0,343271,7.0,1,0
1115,3,0,male,28.0,0,0,345498,7.775,1,0
1116,3,0,male,28.0,0,0,A/5 2817,8.05,1,0
1117,3,0,male,21.0,0,0,STON/O 2. 3101294,7.925,1,0
1118,3,0,male,25.0,0,0,STON/O 2. 3101291,7.925,1,0
1119,3,0,male,22.0,0,0,A/5 21174,7.25,1,0
1120,3,1,male,25.0,1,0,347083,7.775,1,0
1121,3,1,male,28.0,1,1,2668,22.3583,1,0
1122,3,1,female,28.0,1,1,2668,22.3583,0,1
1123,3,1,female,28.0,0,2,2668,22.3583,0,1
1124,3,0,female,28.0,0,0,330935,8.1375,0,1
1125,3,0,male,24.0,0,0,342441,8.05,1,0
1126,3,0,female,28.0,0,0,349245,7.8958,0,1
1127,3,0,male,19.0,0,0,349212,7.8958,1,0
1128,3,0,male,28.0,0,0,349215,7.8958,1,0
1129,3,0,male,25.0,1,0,347076,7.775,1,0
1130,3,0,female,18.0,0,0,347087,7.775,0,1
1131,3,1,male,32.0,0,0,SOTON/O.Q. 392078,8.05,1,0
1132,3,0,male,28.0,0,0,349227,7.8958,1,0
1133,3,0,male,17.0,0,0,315095,8.6625,1,0
1134,3,0,male,24.0,0,0,315092,8.6625,1,0
1135,3,0,male,28.0,0,0,349223,7.8958,1,0
1136,3,0,female,28.0,0,0,65305,8.1125,0,1
1137,3,0,male,28.0,0,0,2629,7.2292,1,0
1138,3,0,male,28.0,0,0,362316,7.25,1,0
1139,3,0,male,38.0,0,0,349249,7.8958,1,0
1140,3,0,male,21.0,0,0,342684,8.05,1,0
1141,3,0,male,10.0,4,1,382652,29.125,1,0
1142,3,0,male,4.0,4,1,382652,29.125,1,0
1143,3,0,male,7.0,4,1,382652,29.125,1,0
1144,3,0,male,2.0,4,1,382652,29.125,1,0
1145,3,0,male,8.0,4,1,382652,29.125,1,0
1146,3,0,female,39.0,0,5,382652,29.125,0,1
1147,3,0,female,22.0,0,0,3101295,39.6875,0,1
1148,3,0,male,35.0,0,0,STON/O 2. 3101273,7.125,1,0
1149,3,1,female,28.0,0,0,334915,7.7208,0,1
1150,3,0,male,28.0,0,0,364498,14.5,1,0
1151,3,0,female,28.0,0,0,364498,14.5,0,1
1152,3,0,male,50.0,1,0,A/5. 3337,14.5,1,0
1153,3,0,female,47.0,1,0,A/5. 3337,14.5,0,1
1154,3,0,male,28.0,0,0,S.C./A.4. 23567,8.05,1,0
1155,3,0,male,28.0,0,0,312993,7.775,1,0
1156,3,0,female,2.0,1,1,370129,20.2125,0,1
1157,3,0,male,18.0,1,1,370129,20.2125,1,0
1158,3,0,female,41.0,0,2,370129,20.2125,0,1
1159,3,1,female,28.0,0,0,342712,8.05,0,1
1160,3,0,male,50.0,0,0,A/5 3594,8.05,1,0
1161,3,0,male,16.0,0,0,A/4. 20589,8.05,1,0
1162,3,1,male,28.0,0,0,383162,7.75,1,0
1163,3,0,male,28.0,0,0,371110,24.15,1,0
1164,3,0,male,28.0,0,0,2671,7.2292,1,0
1165,3,0,male,25.0,0,0,2672,7.225,1,0
1166,3,0,male,28.0,0,0,2676,7.225,1,0
1167,3,0,male,28.0,0,0,367655,7.7292,1,0
1168,3,0,male,28.0,0,0,LP 1588,7.575,1,0
1169,3,0,male,38.5,0,0,SOTON/O.Q. 3101262,7.25,1,0
1170,3,0,male,28.0,8,2,CA. 2343,69.55,1,0
1171,3,0,male,14.5,8,2,CA. 2343,69.55,1,0
1172,3,0,female,28.0,8,2,CA. 2343,69.55,0,1
1173,3,0,female,28.0,8,2,CA. 2343,69.55,0,1
1174,3,0,female,28.0,8,2,CA. 2343,69.55,0,1
1175,3,0,female,28.0,8,2,CA. 2343,69.55,0,1
1176,3,0,male,28.0,8,2,CA. 2343,69.55,1,0
1177,3,0,male,28.0,8,2,CA. 2343,69.55,1,0
1178,3,0,male,28.0,8,2,CA. 2343,69.55,1,0
1179,3,0,male,28.0,1,9,CA. 2343,69.55,1,0
1180,3,0,female,28.0,1,9,CA. 2343,69.55,0,1
1181,3,0,male,24.0,0,0,7266,9.325,1,0
1182,3,1,female,21.0,0,0,343120,7.65,0,1
1183,3,0,male,39.0,0,0,3101296,7.925,1,0
1184,3,0,male,28.0,2,0,2662,21.6792,1,0
1185,3,0,male,28.0,2,0,2662,21.6792,1,0
1186,3,0,male,28.0,2,0,2662,21.6792,1,0
1187,3,1,female,1.0,1,1,PP 9549,16.7,0,1
1188,3,1,female,24.0,0,2,PP 9549,16.7,0,1
1189,3,1,female,4.0,1,1,PP 9549,16.7,0,1
1190,3,1,male,25.0,0,0,345768,9.5,1,0
1191,3,0,male,20.0,0,0,A/5. 2151,8.05,1,0
1192,3,0,male,24.5,0,0,342826,8.05,1,0
1193,3,0,male,28.0,0,0,36209,7.725,1,0
1194,3,0,male,28.0,0,0,349222,7.8958,1,0
1195,3,0,male,28.0,0,0,370374,7.75,1,0
1196,3,1,male,29.0,0,0,345779,9.5,1,0
1197,3,0,male,28.0,0,0,C.A. 6212,15.1,1,0
1198,3,1,female,28.0,0,0,330968,7.7792,0,1
1199,3,0,male,28.0,0,0,374910,8.05,1,0
1200,3,0,male,28.0,0,0,SOTON/OQ 392082,8.05,1,0
1201,3,0,male,22.0,0,0,2669,7.2292,1,0
1202,3,0,male,28.0,0,0,392092,8.05,1,0
1203,3,0,male,40.0,0,0,349251,7.8958,1,0
1204,3,0,male,21.0,0,0,STON/O 2. 3101280,7.925,1,0
1205,3,1,female,18.0,0,0,3101265,7.4958,0,1
1206,3,0,male,4.0,3,2,347088,27.9,1,0
1207,3,0,male,10.0,3,2,347088,27.9,1,0
1208,3,0,female,9.0,3,2,347088,27.9,0,1
1209,3,0,female,2.0,3,2,347088,27.9,0,1
1210,3,0,male,40.0,1,4,347088,27.9,1,0
1211,3,0,female,45.0,1,4,347088,27.9,0,1
1212,3,0,male,28.0,0,0,349214,7.8958,1,0
1213,3,0,male,28.0,0,0,SOTON/OQ 392086,8.05,1,0
1214,3,0,male,28.0,0,0,315037,8.6625,1,0
1215,3,0,male,28.0,0,0,384461,7.75,1,0
1216,3,1,female,28.0,0,0,335432,7.7333,0,1
1217,3,0,male,19.0,0,0,348124,7.65,1,0
1218,3,0,male,30.0,0,0,A.5. 18509,8.05,1,0
1219,3,0,male,28.0,0,0,A.5. 3236,8.05,1,0
1220,3,0,male,32.0,0,0,STON/OQ. 369943,8.05,1,0
1221,3,0,male,28.0,0,0,349208,7.8958,1,0
1222,3,0,male,33.0,0,0,349239,8.6625,1,0
1223,3,1,female,23.0,0,0,CA. 2314,7.55,0,1
1224,3,0,male,21.0,0,0,A/4 45380,8.05,1,0
1225,3,0,male,60.5,0,0,3701,14.4542,1,0
1226,3,0,male,19.0,0,0,349205,7.8958,1,0
1227,3,0,female,22.0,0,0,7553,9.8375,0,1
1228,3,1,male,31.0,0,0,STON/O 2. 3101288,7.925,1,0
1229,3,0,male,27.0,0,0,315083,8.6625,1,0
1230,3,0,female,2.0,0,1,347054,10.4625,0,1
1231,3,0,female,29.0,1,1,347054,10.4625,0,1
1232,3,1,male,16.0,0,0,SOTON/OQ 392089,8.05,1,0
1233,3,1,male,44.0,0,0,STON/O 2. 3101269,7.925,1,0
1234,3,0,male,25.0,0,0,SOTON/OQ 392076,7.05,1,0
1235,3,0,male,74.0,0,0,347060,7.775,1,0
1236,3,1,male,14.0,0,0,7538,9.225,1,0
1237,3,0,male,24.0,0,0,350035,7.7958,1,0
1238,3,1,male,25.0,0,0,350033,7.7958,1,0
1239,3,0,male,34.0,0,0,363294,8.05,1,0
1240,3,1,male,0.4167,0,1,2625,8.5167,1,0
1241,3,0,male,28.0,1,0,2621,6.4375,1,0
1242,3,0,male,28.0,0,0,2681,6.4375,1,0
1243,3,0,male,28.0,0,0,2684,7.225,1,0
1244,3,1,female,16.0,1,1,2625,8.5167,0,1
1245,3,0,male,28.0,0,0,32302,8.05,1,0
1246,3,0,male,28.0,1,0,376564,16.1,1,0
1247,3,1,female,28.0,1,0,376564,16.1,0,1
1248,3,0,male,32.0,0,0,STON/O 2. 3101293,7.925,1,0
1249,3,0,male,28.0,0,0,383121,7.75,1,0
1250,3,0,male,28.0,0,0,349216,7.8958,1,0
1251,3,0,male,30.5,0,0,364499,8.05,1,0
1252,3,0,male,44.0,0,0,364511,8.05,1,0
1253,3,0,male,28.0,0,0,2673,7.2292,1,0
1254,3,1,male,25.0,0,0,LINE,0.0,1,0
1255,3,0,male,28.0,0,0,2641,7.2292,1,0
1256,3,1,male,7.0,1,1,2650,15.2458,1,0
1257,3,1,female,9.0,1,1,2650,15.2458,0,1
1258,3,1,female,29.0,0,2,2650,15.2458,0,1
1259,3,0,male,36.0,0,0,349247,7.8958,1,0
1260,3,1,female,18.0,0,0,4138,9.8417,0,1
1261,3,1,female,63.0,0,0,4134,9.5875,0,1
1262,3,0,male,28.0,1,1,A/5. 851,14.5,1,0
1263,3,0,male,11.5,1,1,A/5. 851,14.5,1,0
1264,3,0,male,40.5,0,2,A/5. 851,14.5,1,0
1265,3,0,female,10.0,0,2,345773,24.15,0,1
1266,3,0,male,36.0,1,1,345773,24.15,1,0
1267,3,0,female,30.0,1,1,345773,24.15,0,1
1268,3,0,male,28.0,0,0,345777,9.5,1,0
1269,3,0,male,33.0,0,0,345780,9.5,1,0
1270,3,0,male,28.0,0,0,345770,9.5,1,0
1271,3,0,male,28.0,0,0,345783,9.5,1,0
1272,3,0,male,47.0,0,0,345765,9.0,1,0
1273,3,0,female,18.0,2,0,345764,18.0,0,1
1274,3,0,male,31.0,3,0,345763,18.0,1,0
1275,3,0,male,16.0,2,0,345764,18.0,1,0
1276,3,0,female,31.0,1,0,345763,18.0,0,1
1277,3,1,male,22.0,0,0,2658,7.225,1,0
1278,3,0,male,20.0,0,0,350416,7.8542,1,0
1279,3,0,female,14.0,0,0,350406,7.8542,0,1
1280,3,0,male,22.0,0,0,349252,7.8958,1,0
1281,3,0,male,22.0,0,0,345767,9.0,1,0
1282,3,0,male,28.0,0,0,359309,8.05,1,0
1283,3,0,male,28.0,0,0,C.A. 49867,7.55,1,0
1284,3,0,male,28.0,0,0,SOTON/OQ 3101316,8.05,1,0
1285,3,0,male,32.5,0,0,345775,9.5,1,0
1286,3,1,female,38.0,0,0,2688,7.2292,0,1
1287,3,0,male,51.0,0,0,347064,7.75,1,0
1288,3,0,male,18.0,1,0,3101267,6.4958,1,0
1289,3,0,male,21.0,1,0,3101266,6.4958,1,0
1290,3,1,female,47.0,1,0,363272,7.0,0,1
1291,3,0,male,28.0,0,0,3410,8.7125,1,0
1292,3,0,male,28.0,0,0,S.O./P.P. 751,7.55,1,0
1293,3,0,male,28.0,0,0,A/5 2466,8.05,1,0
1294,3,0,male,28.5,0,0,54636,16.1,1,0
1295,3,0,male,21.0,0,0,SOTON/OQ 3101317,7.25,1,0
1296,3,0,male,27.0,0,0,315154,8.6625,1,0
1297,3,0,male,28.0,0,0,A/4. 34244,7.25,1,0
1298,3,0,male,36.0,0,0,345771,9.5,1,0
1299,3,0,male,27.0,1,0,2659,14.4542,1,0
1300,3,1,female,15.0,1,0,2659,14.4542,0,1
1301,3,0,male,45.5,0,0,2628,7.225,1,0
1302,3,0,male,28.0,0,0,2647,7.225,1,0
1303,3,0,male,28.0,0,0,2627,14.4583,1,0
1304,3,0,female,14.5,1,0,2665,14.4542,0,1
1305,3,0,female,28.0,1,0,2665,14.4542,0,1
1306,3,0,male,26.5,0,0,2656,7.225,1,0
1307,3,0,male,27.0,0,0,2670,7.225,1,0
1308,3,0,male,29.0,0,0,315082,7.875,1,0
